UIRoot2D/NormalPanel/HeroAttributeWin/Go_HeroAttribute/Go_ScrollList/Go_List/Go_LevelUP/Btn_LevelUp,UIRoot2D/NormalPanel/BattleWin/Go_TeamSkill/Btn_TeamSkill,UIRoot2D/NormalPanel/UGCBattleWin/Go_PlayerCard/Go_UGCBattleCard_3,UIRoot2D/NormalPanel/UGCBattleWin/Go_PlayerCard/Go_UGCBattleCard_0,UIRoot2D/NormalPanel/HeroListWin/Btn_Back,UIRoot2D/NormalPanel/GuildWar5V5BattleWin/Go_Player/Go_HeroSkill/Btn_CommonAttack,UIRoot2D/NormalPanel/UGCBattleWin/Go_PlayerCard/Go_UGCBattleCard_1,UIRoot2D/NormalPanel/EquipStrengthenWin/Go_Strengthen/Btn_strengthen,UIRoot2D/NormalPanel/HeroInfoWin/Go_ToggleList/Tog_Equip,UIRoot2D/NormalPanel/EquipStrengthenWin/Go_Strengthen/Btn_faststrengthen,UIRoot2D/NormalPanel/QuestWin/Go_Quest/Go_QuestList/Go_ScrollRect/Go_Content/Go_AchievementItem_01/Btn_Reward,UIRoot2D/NormalPanel/UGCBattleWin/Go_GlobalSkill/Btn_GlobalSkill_0,UIRoot2D/NormalPanel/UGCBattleWin/Go_PlayerCard/Go_UGCBattleCard_2,UIRoot2D/NormalPanel/BossInvadeBattleWin/Go_HeroSkill/Btn_CommonAttack,UIRoot2D/NormalPanel/DuelistBattleWin/Go_HeroSkill/Btn_CommonAttack,UIRoot2D/NormalPanel/HeroAttributeWin/Go_HeroAttribute/Go_ScrollList/Go_List/Go_AttributeTip/Go_ItemList/Go_Item_0,UIRoot2D/NormalPanel/MainWin/Go_Menu/Msk_DisplayArea/Grid/Btn_Hero,UIRoot2D/NormalPanel/RobWin/Go_Rob/Go_TreasureList/Go_Layout/Go_TreasureListItem_Win_Rob(Clone),vip
80,105,0,19,77,0,61,2,69,59,90,5,0,336,248,0,114,60,False
8,6,0,0,6,0,0,0,0,0,2,0,0,0,0,14,7,0,False
42,36,0,29,30,0,0,11,31,15,35,0,0,274,0,0,36,0,False
64,57,0,0,73,0,0,4,103,61,64,9,0,754,394,72,85,64,False
99,63,0,67,71,0,14,5,79,114,87,34,0,323,67,0,74,10,False
123,98,0,177,72,0,133,1626,79,0,48,36,42,339,139,0,79,4,False
39,19,0,38,36,0,0,531,25,1,24,0,0,148,0,0,41,0,True
27,32,0,39,19,0,0,1,5,9,17,0,0,1,0,0,25,0,False
62,45,0,25,54,0,0,7,79,93,46,0,0,204,0,2,65,66,False
12,16,0,0,12,0,0,0,4,0,1,0,0,0,0,48,16,0,False
114,83,0,153,121,0,50,7,142,204,87,6,0,1171,86,1302,152,42,False
2,40,0,0,12,0,0,0,1,0,4,0,0,383,0,0,14,0,False
76,1,0,53,70,0,37,2,39,39,65,0,0,457,0,1,82,26,False
21,25,0,0,18,0,0,0,10,8,10,0,0,98,0,0,26,0,False
21,12,0,0,16,0,0,9,12,15,12,0,0,0,0,1,19,0,False
2,4,0,0,4,0,0,0,0,0,2,0,0,0,0,0,5,0,False
70,184,143,116,89,0,49,2,68,50,142,76,35,886,328,0,84,102,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
24,8,0,0,11,0,0,95,13,0,13,0,0,0,0,0,14,0,False
64,67,0,77,63,0,78,2,38,45,45,31,0,307,0,371,69,0,False
114,127,0,50,99,0,45,5,81,91,66,26,0,1027,474,0,114,26,False
19,22,0,0,10,0,0,12,27,14,7,0,0,63,0,1,25,0,False
2,42,0,0,9,0,0,0,0,0,0,0,0,0,0,0,15,0,False
1,2,0,0,5,0,0,8,0,1,2,0,0,0,0,2,5,0,False
13,6,0,0,10,0,0,0,3,6,4,0,0,0,0,0,12,0,False
4,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,0,False
0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,False
63,37,0,206,47,0,17,245,46,37,76,44,0,669,127,499,56,86,False
18,16,0,0,12,0,0,2,14,19,4,0,0,0,0,0,20,0,False
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,False
52,31,0,243,46,0,128,0,39,35,77,21,0,411,35,0,70,22,False
57,73,0,101,34,0,61,852,39,1,53,11,0,0,77,0,44,4,False
11,8,0,0,14,0,0,2,5,5,5,0,0,0,0,10,16,0,False
115,374,865,204,155,0,50,5,254,124,147,340,97,910,2708,0,173,144,False
82,45,0,47,34,0,15,11,74,19,40,8,0,104,21,55,38,22,False
44,31,0,31,35,0,0,0,12,17,32,0,0,414,1009,0,40,0,False
69,67,0,239,56,0,43,1,60,75,58,19,0,569,91,1000,63,0,False
45,15,0,26,24,0,0,0,15,16,12,0,0,6,0,1,31,0,False
76,46,0,1,49,0,45,7,63,76,47,7,0,218,1,0,57,72,False
66,50,0,23,35,0,35,34,61,68,38,9,0,33,5,119,42,10,False
90,157,0,307,169,0,233,10,124,116,116,106,0,1524,588,175,186,386,False
21,6,0,0,17,0,0,0,12,11,10,0,0,0,0,0,24,0,False
25,23,0,40,9,0,0,0,7,8,26,0,0,70,0,0,16,0,False
82,136,0,157,75,0,183,157,65,49,49,13,0,1409,210,3,83,8,False
35,30,0,0,34,0,0,0,25,26,27,0,0,326,0,0,37,0,True
46,20,0,34,27,0,0,509,44,8,24,0,0,0,0,0,33,0,False
1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,1,3,0,False
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,False
11,15,0,0,16,0,0,171,8,1,5,0,0,0,0,0,18,0,False
105,119,0,193,83,0,249,0,98,96,87,131,0,642,4,1,94,26,False
90,84,0,72,81,0,74,21,57,65,66,0,0,1267,0,25,88,6,False
42,33,0,58,28,0,24,18,24,32,28,5,0,25,0,1,33,0,False
0,4,0,0,5,0,0,0,0,0,1,0,0,0,0,0,5,0,False
134,75,0,67,91,0,37,3,123,122,63,7,0,449,497,2,97,42,False
1,58,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,False
35,22,0,0,22,0,0,2,27,22,19,0,0,540,0,0,38,0,False
82,78,0,166,95,0,120,47,92,73,82,34,52,173,0,0,113,24,False
54,109,0,34,39,0,0,197,28,21,54,0,0,40,22,0,42,12,False
63,34,0,5,39,0,0,660,32,29,36,7,0,250,56,0,43,0,False
20,10,0,0,16,0,0,360,16,3,13,0,0,0,0,0,20,0,False
104,259,35,98,140,0,132,4,203,90,106,116,55,1178,324,238,157,174,True
0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,False
19,19,0,0,16,0,0,29,13,6,9,0,0,0,0,0,21,0,False
55,17,0,9,6,0,13,4,24,8,22,2,0,21,0,79,43,0,False
141,422,0,35,148,0,36,34,94,124,89,44,0,1492,72,0,195,14,False
41,31,0,21,44,0,0,710,35,0,35,0,0,225,84,212,55,0,False
0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,False
29,7,0,0,17,0,0,178,6,0,10,0,0,408,0,1,23,0,False
20,21,0,0,11,0,0,10,6,1,8,0,0,157,0,2,17,0,False
46,57,0,127,33,0,80,994,50,6,40,23,0,57,16,0,41,6,False
15,8,0,0,14,0,0,3,13,16,11,0,0,154,0,30,20,0,False
59,21,0,41,41,0,0,0,40,61,28,0,0,284,0,0,45,0,False
1,7,0,0,3,0,0,0,0,0,2,0,0,0,0,0,3,0,False
4,4,0,0,3,0,0,0,1,3,4,0,0,0,0,8,9,0,False
60,167,56,921,208,0,509,40,61,86,118,534,37,1573,18,110,194,438,True
131,172,0,164,98,0,147,0,125,141,90,35,0,1071,0,0,109,0,False
90,120,0,118,63,0,51,2,71,85,66,62,0,194,35,0,83,28,False
0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,False
74,20,0,1,47,0,0,19,61,111,46,0,0,136,4,3,52,0,False
105,53,0,171,66,0,84,21,100,206,77,21,9,263,0,2,75,60,False
74,32,0,39,49,0,44,0,51,54,47,11,0,337,12,0,56,0,False
6,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,6,0,False
97,49,0,75,60,0,34,5,105,109,58,7,0,206,40,0,65,10,False
144,812,309,330,262,0,167,0,150,370,130,234,60,3439,971,0,256,122,True
0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,False
24,28,0,0,12,0,0,80,8,0,6,0,0,63,0,2,17,0,False
102,110,0,94,127,0,295,0,122,109,100,83,0,1554,167,3,144,206,False
16,13,0,0,12,0,0,0,0,0,5,0,0,51,0,0,15,0,False
61,105,0,108,48,0,29,22,15,11,75,35,0,34,17,0,64,0,False
28,29,0,0,19,0,0,0,4,6,16,0,0,0,0,0,23,0,False
57,37,0,0,55,0,0,12,84,42,59,0,0,140,0,406,63,44,False
29,5,0,0,17,0,0,1,20,19,7,0,0,1,0,0,21,0,False
33,36,0,47,20,0,0,164,13,12,16,15,0,95,0,0,25,0,False
15,22,0,0,11,0,0,0,5,5,8,0,0,0,0,0,15,0,False
11,77,0,34,20,0,0,1,4,0,0,1,0,457,6,0,27,0,False
51,35,0,25,32,0,0,2,41,33,26,3,0,126,0,39,45,0,False
106,215,0,563,188,0,650,1,140,263,113,181,0,2690,211,0,189,34,False
3,56,0,0,7,0,0,0,2,0,0,0,0,0,0,0,13,0,False
1,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,False
17,13,0,0,11,0,0,9,7,13,8,0,0,0,0,0,16,0,False
121,120,39,241,174,0,55,180,110,97,109,63,42,767,236,193,171,196,False
77,127,0,53,72,0,14,1,79,75,53,2,0,2003,320,244,92,66,False
21,25,0,40,28,0,0,252,17,11,26,3,0,0,0,164,33,0,False
80,63,0,77,44,0,60,4,65,63,39,11,0,298,0,0,55,24,False
119,95,0,147,201,0,78,2,212,61,154,106,7,136,260,24,220,74,False
89,48,0,15,54,0,0,0,75,90,74,0,0,595,0,0,67,60,False
2,75,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,False
129,131,6,105,133,0,79,5,139,158,108,46,6,2137,224,9,139,120,False
28,20,0,0,22,0,0,0,17,13,11,0,0,36,0,2,30,0,False
53,38,0,115,28,0,0,7,15,40,23,5,0,131,2,0,37,24,False
11,7,0,0,7,0,0,1,9,2,2,0,0,0,0,0,10,0,False
28,20,0,37,26,0,0,0,8,14,16,0,0,263,0,8,30,0,False
50,71,0,42,23,0,0,15,19,18,26,1,0,316,0,0,30,0,False
77,55,0,108,62,0,15,41,71,28,62,23,0,9,24,0,69,4,False
15,10,0,0,9,0,0,43,9,0,3,0,0,0,0,74,16,0,False
108,94,0,161,85,0,231,92,101,117,70,106,0,53,0,0,97,12,False
2,12,0,0,10,0,0,0,0,0,0,0,0,0,0,0,14,0,False
114,230,106,272,135,0,312,54,125,103,157,265,80,1116,623,0,131,46,False
30,65,0,74,44,0,44,354,39,26,60,10,0,322,0,49,52,32,False
38,15,0,0,22,0,0,10,17,16,16,0,0,80,0,5,27,0,False
77,82,0,302,35,0,90,124,57,49,48,35,0,2307,237,0,41,6,False
0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,False
5,64,0,0,7,0,0,0,0,0,1,0,0,303,0,1,13,0,False
19,17,0,0,19,0,0,0,18,13,21,0,0,123,0,6,30,0,False
86,60,0,23,68,0,0,40,83,84,67,0,0,491,442,0,75,68,False
41,24,0,0,18,0,0,138,19,0,12,0,0,158,0,191,36,0,False
24,31,0,42,17,0,0,0,9,13,18,3,0,91,0,0,24,0,False
32,28,0,0,19,0,0,33,10,10,23,0,0,437,0,0,26,0,False
0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,False
46,29,0,27,33,0,0,0,16,14,24,1,0,18,0,0,40,0,False
15,8,0,55,12,0,0,0,5,7,10,5,0,0,0,0,15,0,False
77,80,0,70,62,0,43,5,67,84,66,6,0,48,0,0,74,8,False
54,32,0,5,33,0,0,0,26,37,22,1,0,17,0,0,38,0,False
3,33,0,54,13,0,0,3,17,5,0,3,0,133,0,0,15,0,False
37,14,0,0,20,0,0,0,10,16,21,0,0,109,0,0,28,0,False
23,18,0,0,14,0,0,0,0,0,3,0,0,589,0,0,21,0,False
74,88,0,742,60,0,163,0,64,76,57,34,0,222,63,0,66,12,False
18,13,0,0,22,0,0,0,11,21,13,0,0,41,0,88,28,0,False
0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,False
63,331,0,764,262,0,254,2,125,54,129,102,34,3759,664,2,260,146,True
142,126,0,279,115,0,219,82,94,154,103,135,0,429,123,0,124,44,False
0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
43,45,0,51,34,0,29,1,45,22,42,4,0,46,0,0,50,8,False
2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,False
124,104,20,105,225,0,51,31,107,113,75,11,86,1106,976,16,235,168,False
31,15,0,0,15,0,0,0,7,8,7,0,0,0,0,0,19,0,False
30,61,0,0,21,0,0,423,31,1,13,0,0,0,0,0,31,0,False
7,14,0,0,8,0,0,0,1,2,4,0,0,0,0,13,10,0,False
77,73,0,47,48,0,47,179,29,37,55,30,0,3,0,0,51,0,False
0,12,0,0,4,0,0,0,2,0,3,0,0,0,0,0,7,0,False
49,151,0,91,90,0,66,156,93,33,61,15,0,3001,834,210,93,34,False
34,18,0,0,30,0,0,6,42,61,14,0,0,123,0,0,35,0,False
0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,False
0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,False
22,37,0,45,8,0,0,236,9,1,20,3,0,149,504,0,15,0,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
130,184,0,108,122,0,50,89,123,124,68,0,0,2445,0,0,132,8,False
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,False
89,184,4,151,180,0,1067,520,27,10,68,1338,20,2965,1040,2305,184,148,False
2,81,0,0,9,0,0,0,2,0,0,0,0,0,0,0,13,0,False
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
24,44,0,0,21,0,0,0,10,1,26,0,0,0,0,0,30,0,False
54,73,0,128,85,0,33,0,41,67,52,1,0,505,0,200,92,0,False
7,7,0,0,10,0,0,1,3,3,3,0,0,0,0,0,12,0,False
0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,False
100,131,0,169,83,0,77,6,93,95,82,18,0,981,11,279,92,34,False
40,22,0,0,29,0,0,0,28,34,42,0,0,691,126,2,35,0,False
27,27,0,0,22,0,0,14,31,23,13,0,0,44,0,12,26,0,False
64,182,0,243,139,0,49,4,61,64,100,167,0,968,73,51,157,2,False
40,26,0,31,26,0,0,1,9,9,25,0,0,27,0,0,34,0,False
8,5,0,0,7,0,0,0,0,0,2,0,0,0,0,0,10,0,False
14,3,0,0,9,0,0,0,0,0,7,0,0,0,0,61,12,0,False
42,7,0,0,16,0,0,0,16,34,10,0,0,0,0,0,22,0,False
16,32,0,0,23,0,0,59,9,2,3,0,0,0,0,59,30,0,False
7,40,0,23,29,0,0,0,8,0,11,3,0,176,0,0,34,0,False
6,6,0,0,10,0,0,0,5,3,1,0,0,0,0,2,11,0,False
4,16,0,0,8,0,0,3,2,0,4,0,0,0,0,0,13,0,False
73,81,0,55,53,0,0,73,58,54,67,0,0,436,0,336,66,46,False
30,13,0,0,26,0,0,2,25,33,14,0,0,13,0,39,31,0,False
28,17,0,0,16,0,0,153,10,3,8,0,0,0,0,0,22,0,False
17,7,0,0,12,0,0,0,3,0,5,0,0,0,0,6,15,0,False
0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,False
20,21,0,47,26,0,0,51,26,9,16,0,0,225,0,0,32,0,False
15,8,0,0,10,0,0,0,2,3,9,0,0,0,0,0,15,0,False
134,250,0,340,133,0,1554,1,146,324,76,890,842,1360,0,0,135,160,False
33,29,0,0,14,0,0,2,9,9,9,0,0,0,0,0,22,0,False
14,15,0,0,11,0,0,0,1,0,0,0,0,27,0,28,18,0,False
13,8,0,0,11,0,0,0,0,0,9,0,0,0,0,0,20,0,False
90,105,0,167,101,0,39,2,88,74,82,48,39,123,28,8,113,30,False
99,122,37,334,85,0,272,7,80,252,53,97,46,497,22,210,93,12,False
176,202,52,479,262,0,400,18,151,399,102,611,728,168,15,3,282,202,False
16,9,0,0,14,0,0,3,4,3,10,0,0,0,0,6,19,0,False
6,6,0,0,8,0,0,0,0,2,3,0,0,0,0,2,9,0,False
15,15,0,0,11,0,0,0,0,0,5,0,0,0,0,0,15,0,False
160,168,18,230,214,0,408,0,144,152,174,133,118,2176,271,0,224,236,False
22,16,0,0,9,0,0,0,10,17,12,0,0,0,0,0,16,0,False
27,17,0,0,21,0,0,0,14,14,12,0,0,60,0,0,25,0,False
12,6,0,0,13,0,0,25,5,2,4,0,0,0,0,0,15,0,False
0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,False
23,14,0,0,17,0,0,14,11,9,8,0,0,23,0,0,23,0,False
14,22,0,0,10,0,0,0,1,0,1,0,0,0,0,0,12,0,False
117,129,0,194,99,0,94,5,104,91,134,141,20,1623,961,14,119,64,True
2,3,0,0,9,0,0,0,3,3,1,0,0,0,0,7,9,0,False
16,8,0,0,9,0,0,14,4,2,2,0,0,0,0,0,14,0,False
18,28,0,0,12,0,0,2,16,13,12,0,0,130,0,0,19,0,False
55,136,68,200,94,0,143,0,65,162,75,90,18,260,34,0,104,18,True
76,91,0,93,53,0,141,10,52,58,39,10,0,23,2,3,61,14,True
104,102,0,140,69,0,93,131,107,245,91,16,0,1817,0,3,79,6,False
38,49,0,22,20,0,0,0,6,8,19,3,0,219,0,0,25,0,False
9,30,0,0,16,0,0,28,2,1,6,0,0,159,0,0,21,0,False
110,141,0,849,127,0,102,135,121,60,81,246,74,165,175,0,137,18,False
17,25,0,0,13,0,0,1,2,2,12,0,0,111,0,49,17,0,False
0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,False
88,49,0,14,53,0,0,78,61,116,73,0,0,1244,48,518,71,22,True
36,11,0,0,23,0,0,1,29,28,12,0,0,2,0,18,27,0,False
31,22,0,29,23,0,0,6,14,33,18,1,0,0,4,0,28,0,False
24,13,0,0,15,0,0,16,8,0,9,0,0,0,0,0,19,0,False
19,10,0,0,19,0,0,66,15,19,9,0,0,0,0,0,25,0,False
0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,False
0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,False
19,9,0,0,9,0,0,0,2,0,4,0,0,308,0,0,13,0,False
8,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,False
0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,False
43,252,0,122,45,0,51,72,27,17,14,4,0,0,0,0,48,0,False
5,7,0,0,10,0,0,0,1,0,1,0,0,0,0,0,13,0,False
2,124,0,0,11,0,0,0,0,0,5,0,0,9,0,0,15,0,False
1,1,0,0,3,0,0,0,1,0,1,0,0,0,0,0,3,0,False
84,148,63,78,67,0,120,2,87,62,95,119,18,100,129,0,85,46,False
0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,False
69,69,0,41,59,0,0,2,75,77,39,6,0,747,0,88,68,0,False
71,62,0,134,9,0,49,888,26,1,30,7,0,188,0,0,42,0,False
105,151,0,117,15,0,44,2,82,85,97,8,0,91,105,1,138,46,False
18,14,0,0,11,0,0,0,3,0,3,0,0,142,0,0,16,0,False
51,15,0,56,31,0,0,1,32,27,26,0,0,453,4,0,36,0,False
1,1,0,0,4,0,0,0,1,0,8,0,0,0,0,0,4,0,False
103,96,0,66,65,0,41,11,94,102,56,17,9,521,0,0,73,28,False
9,11,0,0,6,0,0,0,1,0,0,0,0,0,0,0,11,0,False
4,14,0,0,6,0,0,0,0,0,1,0,0,0,0,0,7,0,False
99,54,0,52,84,0,25,348,86,64,20,12,0,585,76,4,88,22,False
3,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,False
54,63,0,44,30,0,9,16,43,43,39,31,0,245,86,78,40,2,False
0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,False
71,85,0,78,56,0,0,4,60,73,27,14,0,502,0,0,62,18,False
52,65,0,28,41,0,0,1,42,47,31,1,0,112,137,15,44,0,False
2,38,0,0,8,0,0,0,0,0,0,0,0,0,0,0,12,0,False
89,38,0,43,39,0,0,7,36,40,38,0,0,266,182,2,44,0,False
73,59,0,135,45,0,102,2,72,52,82,14,0,667,0,140,48,72,False
123,136,0,366,167,0,86,22,134,137,80,23,0,402,0,0,175,66,False
42,46,0,0,46,0,0,0,34,37,52,25,0,340,280,0,61,10,False
48,305,0,512,84,0,337,62,127,59,151,208,96,2000,821,3,95,350,False
60,67,31,224,59,0,207,20,80,58,106,254,50,1338,0,24,70,168,False
28,41,0,53,26,0,0,1,8,7,20,1,0,610,14,0,29,0,False
17,52,0,18,24,0,0,11,19,30,24,0,0,491,77,0,34,0,False
25,34,0,0,15,0,0,0,11,13,9,0,0,22,0,0,21,0,False
73,35,0,77,49,0,0,3,69,132,36,0,0,272,0,100,53,8,False
2,9,0,0,8,0,0,0,0,0,6,0,0,0,0,0,13,0,False
37,8,0,33,18,0,0,133,6,6,16,5,0,25,0,0,28,0,False
107,283,587,318,190,0,1276,1,100,72,194,438,61,606,560,0,201,304,True
33,31,0,46,28,0,0,321,13,1,23,31,0,210,0,4,33,0,False
78,85,0,117,85,0,70,8,93,68,92,51,50,814,217,4,101,94,False
35,62,0,15,26,0,0,8,9,4,13,8,0,402,0,0,32,0,False
95,85,0,58,75,0,38,40,76,111,41,23,0,511,0,0,80,2,False
71,120,0,179,66,0,126,11,44,47,69,59,0,875,0,0,71,20,False
25,11,0,0,20,0,0,0,11,12,9,0,0,286,0,0,24,0,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
67,40,0,25,25,0,0,2,59,65,34,3,0,144,0,0,46,0,False
0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,False
52,91,0,32,18,0,0,629,33,6,31,10,0,55,0,4,24,0,False
24,14,0,0,19,0,0,1,26,40,13,0,0,200,0,0,25,0,False
28,33,0,80,7,0,0,2,20,19,29,0,0,90,0,0,40,0,False
137,413,0,4248,377,0,27,21,150,118,177,732,0,1168,4586,7,394,374,False
92,22,0,47,59,0,46,1,87,77,64,11,0,1146,163,3,67,16,False
82,33,0,0,50,0,0,88,74,173,50,0,0,0,153,23,62,114,False
16,11,0,0,8,0,0,0,0,0,7,0,0,383,0,0,12,0,False
0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,False
23,12,0,0,21,0,0,63,18,13,8,0,0,78,0,106,31,0,False
90,52,0,61,107,0,57,0,94,63,97,16,0,452,147,1,122,6,False
83,98,0,962,82,0,494,5,77,89,96,141,135,100,0,298,85,30,False
2,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,False
138,125,123,541,235,0,564,17,175,143,118,283,611,839,4037,14,246,200,True
46,112,0,552,37,0,121,3,31,46,84,48,2,972,0,0,43,8,False
4,48,0,0,7,0,0,12,4,0,0,0,0,67,0,0,12,0,False
23,101,0,149,14,0,252,340,36,0,24,66,0,415,0,26,20,0,False
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
73,110,60,20,149,0,798,169,69,7,118,546,810,1066,898,0,159,76,False
21,12,0,0,23,0,0,14,28,14,42,0,0,0,0,0,24,0,False
53,26,0,18,59,0,0,0,37,36,48,0,0,90,0,0,68,0,False
106,123,0,341,115,0,296,2,84,111,95,217,32,1300,343,0,134,36,False
2,11,0,0,8,0,0,0,0,0,4,0,0,0,0,0,12,0,False
14,29,0,0,9,0,0,0,8,4,7,0,0,0,0,0,17,0,False
54,22,0,42,26,0,0,2,35,23,22,0,0,0,61,0,31,0,False
94,69,0,239,75,0,68,1329,84,45,76,10,0,311,24,0,79,72,False
5,2,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,False
4,6,0,0,7,0,0,0,2,0,1,0,0,0,0,2,4,0,False
41,230,71,527,165,0,110,3,90,50,97,370,1422,70,149,1,172,146,False
6,25,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,0,False
19,25,0,0,36,0,0,280,17,14,10,0,0,63,0,0,42,0,False
179,250,601,614,241,0,423,4,177,138,139,940,646,1359,1327,4,246,492,False
0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,False
83,113,0,130,53,0,50,3,30,30,39,41,0,743,613,0,67,10,False
10,8,0,0,11,0,0,1,4,7,4,0,0,0,0,0,13,0,False
56,99,0,571,135,0,329,19,83,65,72,155,273,146,397,231,136,276,False
43,41,0,49,27,0,33,269,24,4,30,0,0,167,195,415,39,0,False
73,46,0,85,51,0,58,4,40,43,46,13,0,397,0,0,56,6,False
44,19,0,48,34,0,0,389,36,2,25,1,0,46,0,9,44,0,False
0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,False
0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,False
34,19,0,0,37,0,0,34,33,28,8,0,0,57,0,0,40,0,False
39,19,0,55,10,0,0,2,30,30,22,0,0,6,0,0,29,0,False
2,18,0,0,9,0,0,0,0,0,0,0,0,0,0,0,12,0,False
86,93,0,143,71,0,106,56,102,176,87,32,17,237,167,0,81,50,False
44,27,0,0,28,0,0,4,24,25,30,0,0,449,151,0,31,14,False
95,188,33,305,147,0,186,0,75,173,102,181,18,880,205,0,168,132,False
43,45,0,39,108,0,35,9,80,48,68,44,75,89,80,0,119,90,False
57,35,0,0,34,0,0,1,57,47,24,0,0,85,0,0,39,0,False
12,8,0,0,5,0,0,94,6,0,5,0,0,0,0,0,7,0,False
152,164,0,1071,243,0,426,5,185,131,99,260,33,2947,370,5,246,906,True
7,73,0,57,18,0,30,1,13,2,7,18,0,34,0,0,24,0,False
39,19,0,11,25,0,0,167,27,16,26,1,0,154,0,36,36,0,False
51,80,0,164,43,0,47,589,27,19,33,33,0,106,0,0,52,0,False
0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,False
79,40,0,88,50,0,68,0,71,79,57,36,0,296,83,0,54,52,True
7,9,0,0,7,0,0,0,0,0,4,0,0,0,0,0,7,0,False
26,19,0,30,48,0,0,319,53,7,25,3,0,145,0,115,57,0,False
2,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,3,0,False
19,47,0,0,18,0,0,1,13,22,11,0,0,0,0,0,24,0,False
35,23,0,27,27,0,0,0,17,24,19,1,0,104,0,81,34,0,False
29,21,0,0,27,0,0,4,30,23,16,0,0,57,0,3,32,0,False
50,26,0,37,36,0,0,162,32,11,23,0,0,0,0,4,39,0,False
26,30,0,0,16,0,0,0,10,8,15,0,0,0,0,0,22,0,False
50,43,0,102,55,0,28,0,42,46,43,9,0,111,0,0,60,0,False
22,27,0,0,19,0,0,3,21,24,26,0,0,513,9,0,24,0,False
28,20,0,0,20,0,0,4,13,7,15,0,0,0,0,59,25,0,False
11,7,0,0,8,0,0,16,4,4,1,0,0,0,0,4,10,0,False
73,117,0,37,96,0,80,222,117,59,101,21,0,493,260,179,103,256,True
49,50,0,5,20,0,0,72,46,12,14,1,0,73,8,45,29,0,False
43,38,0,42,38,0,0,2,22,17,35,0,0,24,0,1,43,0,False
38,31,0,43,29,0,0,32,30,25,28,1,0,52,0,0,39,0,False
55,66,0,74,61,0,45,0,51,53,24,13,0,1036,0,8,66,10,False
64,58,0,20,57,0,0,2,81,54,58,0,0,760,85,4,61,60,False
82,66,0,147,39,0,78,508,78,118,114,10,0,268,27,0,45,12,False
