Player,Freq,vip,BattleRatio,stay,interval_afternoon,interval_morning,interval_night,interval_noon
153104,0.05217391304347826,False,0.0,False,0,0,1,0
153359,0.1487287160607455,False,0.0,True,0,0,1,0
153752,0.17947019867549668,False,0.051967614385238184,True,0,0,1,0
154157,0.33086055656382335,False,0.005059732958538299,True,0,0,1,0
154485,0.2204724409448819,False,0.3713163064833006,False,0,0,1,0
154592,0.11475409836065574,False,0.5301944728761515,False,0,0,1,0
154611,0.3037037037037037,False,0.36162361623616235,False,0,0,1,0
154613,0.1895424836601307,False,0.0,False,0,0,1,0
154616,0.17356764830625682,False,0.4374412041392286,True,0,0,1,0
154791,0.3759144625773776,True,0.07027893555626803,True,0,0,1,0
154983,0.3,False,0.0,False,0,0,0,1
155123,0.14088820826952528,False,0.0,False,0,0,1,0
155169,0.35799782372143635,False,0.3065217391304348,False,1,0,0,0
155841,0.28214774281805743,False,0.020330712930333422,True,0,0,1,0
156402,0.15796895796822275,False,0.01882930822758903,True,0,0,1,0
158549,0.26633986928104575,True,0.009412318371668922,True,1,0,0,0
158552,0.210224558050645,False,0.0,True,1,0,0,0
159167,0.15502035993839275,False,0.45292014302741357,True,1,0,0,0
159291,0.17206982543640897,False,0.4228855721393035,False,0,0,1,0
159355,0.5333333333333333,False,0.0,False,0,0,1,0
159823,0.1218335343787696,False,0.45903614457831327,False,0,0,1,0
160078,,True,0.0,False,0,0,1,0
160427,0.26469653638385765,False,0.11753494282083862,False,0,0,1,0
160479,0.22505668934240364,False,0.8560606060606061,False,0,0,1,0
160602,0.1911064055055585,False,0.18152950516009525,False,1,0,0,0
160925,0.07580174927113703,False,0.0,False,0,0,1,0
161022,,True,0.0,True,0,1,0,0
161348,0.2,False,0.0,False,0,0,1,0
161503,0.2595988948170732,False,0.18387449835826342,True,0,0,1,0
161522,0.163758755864019,False,0.21986320889142205,True,0,0,1,0
161552,0.1375,False,0.6237006237006237,False,1,0,0,0
161571,0.21632607428347828,False,0.19734660033167495,True,0,0,1,0
161583,0.3813799621928166,False,0.23382104670793472,False,0,0,1,0
161695,0.1956521739130435,False,0.0,False,1,0,0,0
161752,0.0784313725490196,False,0.0,False,0,0,1,0
161827,0.05207017543859649,False,0.8368107302533532,True,0,1,0,0
161855,0.20476500613894585,False,0.09695463020509633,True,0,0,1,0
161860,0.2677165354330709,False,0.0,False,0,0,1,0
161889,0.1824807521858401,False,0.1070559610705596,True,1,0,0,0
161907,0.16116522366522365,False,0.8773234200743495,False,0,0,1,0
161919,0.21126871552403467,False,0.18126022913256956,True,0,0,1,0
161929,0.16569113012156686,True,0.06194234352734846,True,1,0,0,0
161932,0.3545627272336742,True,0.041641151255358236,True,0,0,1,0
161933,0.20472233214615487,True,0.052346170872067284,True,1,0,0,0
161935,0.18602966006303467,True,0.08096997305630399,True,0,0,1,0
161937,0.1434108527131783,False,0.027820978054259548,True,1,0,0,0
161940,0.10606060606060606,False,0.0,False,1,0,0,0
161941,0.1535810034469552,False,0.22320061255742726,False,1,0,0,0
161942,0.2677966101694915,False,0.0,False,1,0,0,0
161943,0.3553437159621939,False,0.04663973558575101,True,0,0,1,0
161945,0.24534128662035637,False,0.44086021505376344,False,1,0,0,0
161946,0.16356940027308234,False,0.18390062913373126,True,0,0,1,0
161947,0.06666666666666667,False,0.0,False,1,0,0,0
161949,0.17263447495949155,True,0.029028416953625333,True,0,0,1,0
161951,0.2658632398136215,True,0.03383303817799926,True,1,0,0,0
161952,0.12195121951219512,False,0.0,False,1,0,0,0
161953,0.36518259129564784,False,0.1445,False,1,0,0,0
161954,0.414237668161435,True,0.036236059794583234,True,0,0,1,0
161955,0.1511224707376398,False,0.07804335742078933,True,1,0,0,0
161956,0.17647058823529413,False,0.47686832740213525,False,1,0,0,0
161957,0.2193761551983549,False,0.07058279370952822,True,0,0,1,0
161959,0.14534883720930233,False,0.1345444223673006,True,1,0,0,0
161961,0.5043996480281577,True,0.03175063428778543,True,0,0,1,0
161962,0.30541692513957536,False,0.1338558475487936,True,1,0,0,0
161963,0.2806799336650083,False,0.0451092853821113,True,0,0,1,0
161964,0.03896103896103896,False,0.0,False,0,0,1,0
161966,0.24025974025974026,True,0.03387379944232159,True,0,0,1,0
161967,0.15753052917232022,False,0.499001996007984,True,1,0,0,0
161968,0.2961686115703639,False,0.16572637517630465,True,1,0,0,0
161969,0.2898781134075252,False,0.0,False,1,0,0,0
161970,0.27697262479871176,True,0.0523457125398873,True,0,0,1,0
161973,0.10755813953488372,False,0.4463768115942029,False,0,0,1,0
161974,0.19513242243782178,False,0.19273172723560636,True,1,0,0,0
161975,0.3483483483483483,False,0.0,False,1,0,0,0
161977,0.043859649122807015,False,0.0,False,1,0,0,0
161979,0.27328556806550663,True,0.02111920492404992,True,1,0,0,0
161980,0.33589743589743587,False,0.0,False,1,0,0,0
161982,0.39599999999999996,False,0.3641160949868074,False,1,0,0,0
161983,0.3167125439333147,False,0.03888652783680408,False,1,0,0,0
161984,0.26560071063735285,False,0.08342989571263036,True,1,0,0,0
161985,0.15484515484515485,False,0.11086669599648043,False,1,0,0,0
161988,0.21670345842531272,False,0.13826771653543307,True,0,0,1,0
161989,0.2630769230769231,True,0.027328287261705615,True,1,0,0,0
161990,0.13875,False,0.365792759051186,False,0,0,1,0
161991,0.17101136305208492,False,0.1379440665154951,False,1,0,0,0
161992,0.25,False,0.0,False,1,0,0,0
161993,0.31266829286740794,True,0.05695896424718182,True,0,1,0,0
161994,0.2837022132796781,True,0.05334907685702018,True,0,0,1,0
161995,0.024096385542168676,False,0.0,False,1,0,0,0
161996,0.19126410544325328,True,0.01928836099690371,True,0,0,1,0
161997,0.0979381443298969,False,0.0,False,0,0,1,0
161998,0.2690571715145436,False,0.3780870001253604,False,1,0,0,0
161999,0.25,False,0.05491990846681922,False,1,0,0,0
162001,0.18396226415094338,False,0.0,False,1,0,0,0
162002,0.3968076616121309,False,0.3682373472949389,False,1,0,0,0
162003,0.24507318202520936,True,0.13085541819985944,True,1,0,0,0
162004,0.2737430167597765,False,0.06815807799442897,True,1,0,0,0
162006,0.4412373645110218,False,0.0,True,0,0,1,0
162007,0.27196811539191496,False,0.1291973791973792,False,1,0,0,0
162008,0.19779286729386186,True,0.06689672832806956,True,1,0,0,0
162009,0.3850818677986659,True,0.06253417167851284,True,0,0,1,0
162010,0.3678376034009948,True,0.025611241748590533,True,0,0,1,0
162011,0.19727447968728673,False,0.0,False,1,0,0,0
162012,0.16560509554140126,False,0.0,False,1,0,0,0
162015,0.4074074074074074,False,0.0,False,1,0,0,0
162016,0.29073806214961667,False,0.19004329004329004,True,1,0,0,0
162019,0.1827803288401718,False,0.4,True,0,0,1,0
162020,0.4041868601516781,False,0.15239532251980384,False,1,0,0,0
162021,0.04485057023523556,False,0.4968847352024922,True,1,0,0,0
162022,0.20840950639853748,False,0.48722627737226276,False,0,0,1,0
162024,0.17945152331944786,False,0.05315055315055315,True,0,0,1,0
162026,0.18554039099963113,False,0.09099369988545246,True,0,0,1,0
162027,0.24254578754578754,False,0.06469584991472427,True,0,0,1,0
162030,0.2554196775986659,False,0.16087802167268686,False,0,0,1,0
162031,0.2656987295825771,True,0.06785570604800858,True,1,0,0,0
162032,0.4634146341463415,True,0.017203820588728148,True,0,0,1,0
162033,0.10075566750629723,False,0.0,False,1,0,0,0
162034,0.27194159739146884,False,0.18099838969404186,False,1,0,0,0
162035,0.29237027988404624,False,0.10703840904659778,True,0,0,1,0
162036,0.31847920009875325,True,0.09035500427715996,False,1,0,0,0
162037,0.33064898152534344,False,0.056177356866121395,True,1,0,0,0
162039,0.18955724913808747,False,0.2780692549842602,False,1,0,0,0
162040,0.009433962264150943,False,0.0,False,1,0,0,0
162041,0.3237762237762238,False,0.7877094972067039,False,1,0,0,0
162042,0.05921052631578947,False,0.7852760736196319,True,0,0,1,0
162043,0.20972644376899696,False,0.1303030303030303,False,0,0,1,0
162044,0.41313516465733474,False,0.06827309236947791,True,0,0,1,0
162045,0.0925589836660617,False,0.32065217391304346,False,1,0,0,0
162046,0.024489795918367346,False,0.0,False,0,0,1,0
162047,0.19681116093672146,False,0.2694223107569721,False,0,0,1,0
162048,0.28021108179419524,False,0.1518987341772152,False,1,0,0,0
162050,0.34355828220858897,False,0.0,False,0,0,1,0
162051,0.2133220910623946,False,0.2931760741364785,False,0,0,1,0
162052,0.2614964721499327,True,0.050307888927617055,True,0,0,1,0
162053,0.1411764705882353,False,0.3816046966731898,False,0,0,1,0
162054,0.2,False,0.12025523560209424,False,0,0,1,0
162055,0.38703339882121807,True,0.032934718682611254,True,0,0,1,0
162056,0.29519368723098993,True,0.031185653850473588,True,0,0,1,0
162057,0.22797214776597674,False,0.0,False,1,0,0,0
162058,0.1399956573661926,False,0.12096885813148789,True,0,0,1,0
162059,0.2642481957110656,False,0.1278409090909091,True,0,0,1,0
162060,0.2503955356068032,False,0.07965332232769294,True,0,0,1,0
162061,0.6695979899497487,True,0.004527214734026134,True,0,0,1,0
162063,0.31787507230782497,False,0.304583835946924,False,0,0,1,0
162065,0.30434782608695654,False,0.0,False,0,0,1,0
162066,0.05172413793103448,False,0.0,False,0,0,1,0
162067,0.22086466165413535,True,0.028193705992240265,True,0,0,1,0
162068,0.14692872911261864,False,0.42357512953367876,False,0,0,1,0
162070,0.10191966694934855,False,0.31094049904030713,True,0,0,1,0
162071,0.08314087759815242,False,0.3663594470046083,False,0,0,1,0
162072,0.2948123620309051,False,0.10930947721554375,True,0,0,1,0
162073,0.21833333333333332,False,0.10745313214449016,True,0,0,1,0
162074,0.18401486988847585,False,0.27087198515769945,False,0,0,1,0
162077,0.06417112299465241,False,0.0,False,0,0,1,0
162079,0.18814432989690721,False,0.39588688946015427,False,0,0,1,0
162084,0.15507091778278217,False,0.5991379310344828,False,0,0,1,0
162085,0.2673392181588903,False,0.2956852791878173,True,0,0,1,0
162086,0.11898016997167139,False,0.0,False,0,0,1,0
162089,0.17278617710583152,False,0.26939655172413796,False,0,1,0,0
162090,0.29411764705882354,False,0.0,False,0,0,1,0
162091,0.16859703747612037,False,0.0,True,1,0,0,0
162092,0.27919608908202065,True,0.024783068105408087,True,0,0,1,0
162093,0.24071195864908587,False,0.15985384791048185,True,0,0,1,0
162094,0.06547619047619048,False,0.0,False,0,0,1,0
162095,0.3076233183856502,False,0.0,False,0,0,1,0
162096,0.3199152542372881,False,0.4079040225829217,False,0,0,1,0
162097,0.19924471863899795,False,0.1982399258916165,True,0,0,1,0
162098,0.007042253521126761,False,0.0,False,0,0,1,0
162100,0.2912159858146355,False,0.16864940517844645,True,0,0,1,0
162101,0.1,False,0.17391304347826086,True,0,0,1,0
162103,0.009615384615384616,False,0.0,False,0,0,1,0
162104,0.2857142857142857,False,0.0,False,0,0,1,0
162105,0.16666666666666666,False,0.0,False,0,0,1,0
162106,0.311624649859944,False,0.0,False,0,0,1,0
162107,0.23398098387763538,False,0.12564705882352942,True,0,0,1,0
162108,0.41433019461398435,False,0.12563268257411425,True,0,0,1,0
162109,0.2541699761715647,True,0.013438829470001194,True,0,0,1,0
162110,,False,0.0,False,0,0,1,0
162111,0.21341463414634146,False,0.0729483282674772,False,0,0,1,0
162112,0.6862745098039216,False,0.0,True,0,0,1,0
162116,0.22939866369710468,False,0.3325917686318131,False,0,0,1,0
162117,0.17016148678500498,True,0.01884077521471289,True,0,0,1,0
162118,0.16326530612244897,False,0.28418640183346067,True,0,0,1,0
162120,0.1774193548387097,False,0.3114119922630561,True,0,0,1,0
162121,0.19248826291079812,False,0.0,False,0,0,1,0
162122,0.3561197916666667,False,0.15913277596712483,True,0,0,1,0
162123,0.07491289198606271,False,0.38207136640557005,False,0,0,1,0
162124,0.18078512396694216,False,0.5737874097007224,False,0,0,1,0
162126,0.2388451443569554,False,0.09162303664921466,False,0,0,1,0
162127,0.3687150837988827,False,0.0,False,0,0,1,0
162128,0.3254281949934124,False,0.35,False,0,0,1,0
162130,0.0830188679245283,False,0.3693467336683417,False,0,0,1,0
162131,0.2232651539116825,True,0.0572425959986487,True,0,0,1,0
162132,0.29562982005141386,False,0.08481499279192696,True,0,1,0,0
162133,0.045454545454545456,False,0.0,False,0,0,1,0
162134,0.2,False,0.0,False,0,0,1,0
162135,0.3300359712230216,True,0.08515798692986593,True,0,0,1,0
162136,0.2888419910052855,True,0.0367211561241412,True,0,0,1,0
162139,0.1072041166380789,False,0.49700085689802914,False,0,0,1,0
162141,0.12669683257918551,False,0.0,False,0,0,1,0
162142,0.277179236043095,False,0.07940804908861217,True,0,0,1,0
162143,,False,0.0,False,0,0,1,0
162146,0.15121951219512195,False,0.0,False,0,0,1,0
162147,0.24853687085446743,False,0.12441497659906396,False,0,0,1,0
162148,0.1734375,False,0.3616855247756535,True,0,0,1,0
162150,0.32574031890660593,False,0.2179050670939315,True,0,0,1,0
162151,0.2982868659724555,True,0.03180800914242179,True,0,0,1,0
162152,0.15992620349824838,False,0.2730964467005076,False,0,0,1,0
162155,0.19130434782608696,False,0.25908372827804105,False,0,0,1,0
162156,0.21764705882352942,False,0.0,False,0,0,1,0
162157,0.31853179987508345,False,0.22718631178707224,True,0,0,1,0
162158,0.06153846153846154,False,0.0,False,0,0,1,0
162159,0.2530487804878049,False,0.060790273556231005,False,0,0,1,0
162160,0.24817613340281397,False,0.05520218082689687,True,0,0,1,0
162162,0.35656836461126007,True,0.021495806948485366,True,0,0,1,0
162163,0.22545146726862303,False,0.24355670103092783,True,0,0,1,0
162164,0.24219826684272427,True,0.048264349192320914,True,0,0,1,0
162165,0.10760667903525047,False,0.3646477132262052,False,0,0,1,0
162166,0.2793844814515524,False,0.09612903225806452,False,0,0,1,0
162167,0.1541095890410959,False,0.18251533742331288,True,0,0,1,0
162168,0.34788663626174865,True,0.0374713312013438,True,0,0,1,0
162169,0.39082687338501293,False,0.22466107165913493,True,0,0,1,0
162170,0.14678899082568808,False,0.3201219512195122,False,0,0,1,0
162171,0.1322373617693523,False,0.34513274336283184,False,0,0,1,0
162172,0.5573921028466483,False,0.23394495412844038,False,0,0,1,0
162173,0.20384384384384385,False,0.21292775665399238,True,0,0,1,0
162174,0.30696487704250586,False,0.2459639126305793,True,0,0,1,0
162175,0.22247258635115894,False,0.0,False,0,0,1,0
162176,0.17402028904947195,False,0.0,True,0,0,1,0
162177,0.25390625,False,0.32097560975609757,False,0,0,1,0
162179,0.1648469278527082,False,0.4022038567493113,True,0,0,1,0
162180,0.272895467160037,True,0.024058285537126026,True,0,0,1,0
162182,0.33060453400503775,False,0.0,False,0,0,1,0
162183,0.4583454672208544,False,0.0,True,0,0,1,0
162184,0.12408439399151473,False,0.5265265265265265,True,0,0,1,0
162185,0.31860940695296525,False,0.16598528209321342,False,0,0,1,0
162186,0.3287160362280234,False,0.05178022772456172,True,0,0,1,0
162188,0.24857179414470182,False,0.1748987854251012,True,0,0,1,0
162189,0.5,False,0.02354533152909337,True,0,0,1,0
162190,0.33760091721205754,True,0.05953730248683246,True,0,0,1,0
