poly_4,poly_3,poly_2,poly_1,poly_0
-0.0035230617031661127,4.166741480891166,-1670.0293521249184,249283.97141457384,-3302409.8555451264
1.7060389257833765e-08,-0.00020553133087377912,0.628748508257516,234.79735258097946,398698.51375525503
0.11833148230372247,-2724.993695548788,23532110.134184092,-90317649830.13419,129991379780689.78
7.735367529180495e-05,-1.930886133118448,18041.149971965388,-74786079.3849937,116056831799.69078
1.8063150800873126e-06,-0.047588131359715985,467.3970344363366,-2026022.3382893489,3266895565.1517344
-0.0003408188223742896,10.545513758911632,-122349.16943877915,630826529.5514666,-1219574413355.8499
3.8406623501138473e-07,-0.012298968680369423,145.077081545149,-742556.0946835343,1379588769.9828165
-3.3413356650855827e-06,0.13690310785387294,-2103.104071511697,14356849.430956686,-36746377586.56352
-3.784253196220661e-07,0.018252570676994883,-330.0156044508002,2651178.3049836257,-7983720181.349932
-5.247380769412627e-05,2.736525596537568,-53509.50743853041,464969203.7119445,-1514934113022.7314
-5.271982210651267e-09,0.0004402272042910103,-13.218212484166765,171091.11558144444,-808026989.1235834
0.0005618870433260556,-22.67060146120912,-41.043508027031606,9228030486.555714,-93081426833593.48
-1.825547857589571e-10,2.882880813934192e-05,-1.5297634321195719,33523.045732555125,-259411001.64791873
-5.145433134351193e-06,0.6851968218430311,-34213.42433311936,759194039.3477383,-6316823839658.071
1.0828753244172722e-08,-0.0016372028208950686,92.50672446035742,-2314967.93015274,21649898190.41408
-6.344388632165725e-09,0.0012068327911210312,-86.00282788711839,2721193.599843037,-32252232963.484913
3.247545373264423e-06,-0.6899036981194897,54955.801907717214,-1945437654.1461308,25823445843378.61
4.2267047502610136e-07,-0.08803535290396447,6870.146767266119,-238062732.31831858,3090449382684.0034
2.7875987455909344e-06,-0.30114042928124385,13.055529233876335,877180473.1935802,-23690146646473.54
2.639026854384983e-07,-0.05239026780706473,3860.4173916056398,-124828839.25887285,1489381624755.2607
-7.969268524365541e-17,1.741611182737535e-11,-1.4272406285256105e-06,0.05198073627790134,49290.094678633344
1.9810643211965798e-05,-2.1794280300169353,-8.117614634170005,6595219527.597402,-181389946720959.47
0.003841140107631335,-847.1527848492592,70063872.86445037,-2575393248031.19,3.549962510877051e+16
-6.336985756059127e-07,0.14232275330764899,-11987.4785486933,448776595.4092538,-6300801714886.588
-0.0005586094688283768,127.06306421506869,-10838279.899054602,410882481437.30975,-5841237988532304.0
-7.804795805668204e-07,0.1818227029123592,-15883.750847988438,616684350.9402225,-8978250183901.152
1.370564972471072e-07,-0.01614895491200873,-0.932113960594177,56159779.845494695,-1654289101803.1013
-1.989857169962926e-05,2.3518845719735504,17.09493747782302,-8215805204.433654,242763475933768.8
-5.785556369537847e-17,1.3735659314415504e-11,-1.2228729779564752e-06,0.04838679757635115,49282.04055579754
-6.234124241191904e-09,0.0016080437421944955,-155.39914579061377,6668166.720112065,-107194813893.96248
1.929960321553119e-05,-5.34013687275861,554092.4627943002,-25551954141.464046,441867203518993.4
1.6949209900760355e-10,-2.6651840857638502e-05,0.4337274705722495,99285.06678975606,-4002095909.046678
-6.591733600375661e-05,19.41120080420301,-2143528.9528387603,105200228909.55263,-1936101621196432.0
-3.057735270827539e-08,0.004540056902447802,-0.25219885171652573,-24984158.880284198,927378942813.2407
-2.6748676133562715e-06,0.8028431137901061,-90362.37726816222,4520218758.676599,-84792988853812.22
-3.914586545577242e-09,0.0011344032929217448,-122.74720254616885,5874938.166096083,-104882955726.98085
-4.5402214379342617e-05,14.711250734155184,-1787524.007657648,96531734779.984,-1954870849095665.0
3.301552320403834e-07,-0.0537710023676123,0.33829593864878327,356517789.6203439,-14516149736582.889
-0.0005520576855455519,180.35760308374878,-22096099.602497514,1203134461994.634,-2.4566533816588516e+16
-8.832805861700619e-07,0.14457492485347134,1.2875033372398512,-968535919.3514565,39632337995956.26
9.521780014572762e-17,-1.2998501206331561e-11,-6.388084625973517e-07,0.15697062434070397,44285.71059534726
3.1695203241310397e-06,-1.0458291136313311,129405.51109265586,-7116325821.013522,146751857040605.0
-1.4975892981044926e-17,4.980060866007427e-12,-6.210232033623289e-07,0.03441901766117924,49284.6470560449
-7.198997273954245e-10,0.0002641249163857794,-36.28982139348089,2212872.5471510906,-50525007947.321045
8.535199410888762e-06,-1.6897500497819458,9.425245611806757,16555073632.715828,-819369732719716.6
3.9024829361177273e-05,-7.727220733214445,-157.41467782110647,75771630044.86961,-3750843540440911.0
3.0580658351657138e-06,-1.2107762359024556,179759.88414993818,-11860949128.918825,293465725804890.4
5.97766214346003e-08,-0.011960111277153582,-0.7320748457551352,119843911.99605344,-5994621231203.9375
-1.5990504847659885e-07,0.06537958353939463,-10023.955362792067,683029558.0431261,-17452482063383.031
-6.383665460462825e-07,0.26760247279460186,-42065.182676042794,2938695465.5725174,-76983842095935.14
1.0621650089140395e-06,-0.4475749096202601,70720.55707281458,-4966125262.732349,130766095017974.06
7.100696398103293e-05,-15.165188047621388,6751.8852793909955,171493431922.05667,-9156655877127024.0
3.827822936014894e-07,-0.08175827656346261,0.1556129355928006,932432065.7972872,-49789556623784.414
6.71226717074843e-08,-0.02932981007675347,4805.28838018745,-349853535.362843,9550448016254.674
1.8508219977604393e-08,-0.00855649620783923,1482.9882551033447,-114202395.34500155,3297021334765.336
-1.2045014332518564e-05,5.751395734939796,-1029839.690758383,81956359577.57468,-2445829261487872.0
1.488651113582507e-07,-0.07251659339009259,13245.977293667926,-1075272974.4281871,32730688373954.88
2.748822667686254e-05,-6.840810172146424,-451.6479536161892,106030263726.16238,-6596760321662999.0
-3.0350338353338287e-18,1.4942633327444008e-12,-2.7584605937723546e-07,0.0226291071135538,49303.94827155535
-2.7107620321882802e-05,6.749591198389047,-85.33186130114159,-104592709197.80925,6510697132338346.0
-7.613911236947121e-10,0.00039385215875704867,-76.48404665274845,6608265.081164493,-214324714634.67667
1.4918802530680422e-17,-3.2370815351848837e-12,-2.528602849910496e-07,0.09875775241627752,44285.73991405933
1.8397025139096585e-05,-4.791331393917287,244.18841406005865,81184548727.13162,-5285937436359900.0
2.6940486330187374e-05,-14.074447425165111,2757320.7761768703,-240081923607.86044,7839017644759311.0
-9.06076948308246e-09,0.004922924815878331,-1002.9188614551333,90798164.55264299,-3082255757764.875
4.066703609838982e-08,-0.011267573278137839,0.43524743056718923,216124770.47450107,-14970389013841.988
3.5128294059855184e-07,-0.09740753412096795,-0.5108703320683331,1872562712.645355,-129811105253288.8
-1.0963072467723057e-05,3.0426320794540174,10.276593356887147,-58592871272.32273,4065386361326063.0
1.1589104480571178e-05,-3.2186111042873202,169.32383051987145,62017835161.76625,-4306012213030884.5
-4.951702907601124e-06,2.762837872594874,-578079.8407388374,53757377230.08352,-1874648866026117.2
3.610096954809726e-09,-0.00025240257480489724,-70.59709152072944,-4936514.543982318,1380559269952.171
-6.894915911851987e-07,0.1929043413896163,0.8919985557195758,-3775171453.2886605,264052097094974.84
-2.041628250716997e-09,0.0008988493993889321,-136.77560157521413,7854871.4498016,-101010734277.96257
2.4042392766306317e-17,3.4334700685634394e-12,4.903304270214762e-07,0.07002359795251,10000.0
2.3327043105633784e-06,-0.6667347571832893,17.19025317586657,13612038993.51987,-972650023556333.4
-1.5392632616749953e-06,0.8866586845144329,-191527.07173034752,18387395426.625763,-661973198045246.6
2.284663939312088e-17,3.3045836150997912e-12,4.77981583255264e-07,0.06913621216520789,10000.0
5.983928258728863e-07,-0.17334256930480832,6.501825938156847,3634611320.2508907,-263218772782293.1
1.0201848075929698e-07,-0.029640403858221812,1.5411830714801407,625062374.9007512,-45401304061480.96
9.10523847088253e-09,-0.0054375294752299335,1217.4239486090273,-121115065.06261143,4517358743271.655
-1.1786981384574454e-08,0.007441992201028599,-1762.024721493641,185420307.10671073,-7317098312230.973
9.00721704589347e-07,-0.29171781109803324,9.807069306841324,7646580354.741815,-619126805745952.6
1.3678550843345062e-05,-4.4324348338192765,40.252079748394735,116342454188.72018,-9424981339361474.0
5.966919898484682e-07,-0.193591406383377,7.127014340052793,5092144262.662156,-413025265684440.44
-1.2953271635082615e-08,0.008568214089981612,-2125.301626944181,234291675.63360047,-9685303639213.416
-1.59801682938471e-07,0.05381959898297146,0.3514348761306975,-1526273011.3572023,128508307431646.94
8.829770376276922e-08,-0.029889742011925836,13.577431999700169,851649937.3341681,-72071701383010.03
-1.0296000396701394e-05,6.970962917058651,-1769897.4344795311,199719627628.00424,-8451319161476770.0
3.628956150097314e-06,-2.47125262775279,631077.1785460375,-71624882909.7767,3048423329083628.5
2.0124446910445798e-06,-0.6888846207183302,6.2074125280220285,20178357828.20278,-1726825065101720.8
1.8084178075566905e-08,-0.006216235407672877,0.8304427600910825,183337183.62409922,-15755080061156.95
3.203673416289778e-06,-1.1028734186932998,-6.925801022614351,32677756262.26464,-2812351945970044.5
-3.463555318879659e-05,11.926712048669295,-21.806384197337284,-353548256402.0449,3.0435979561936156e+16
4.735854197085966e-16,8.155425078633857e-11,1.404413131091222e-05,2.4184836765269497,416477.3999999999
-1.1482866315218053e-10,7.911295008865286e-05,-20.416440794691134,2338943.194449289,-100359145973.87204
-5.769803988120868e-07,0.43692322933392264,-124073.7307014561,15659266092.04931,-741128681771144.5
-1.4400766847608973e-07,0.11014683890548313,-31592.507321462683,4027246202.6730585,-192512198479029.06
-4.846843479798326e-06,1.874593747501856,28.16938805293006,-70114994780.06888,6779520683228234.0
-1.9612649807252345e-06,0.7588772030706226,31.74192966681441,-28416428388.804844,2748808558942510.0
6.834417031766366e-06,-2.6476706828175036,706.7683266341584,99067357180.8972,-9594743124714134.0
-3.549152938216791e-06,2.7606639639819153,-805254.1968262842,104392496339.84479,-5075001708373777.0
-1.090798935000788e-07,0.08602589998297266,-25441.413545358817,3344005731.120161,-164823976767608.72
4.988394379195173e-07,-0.19900278622513537,3.938908791102151,7916070440.9616165,-789492424086678.4
-1.6838165968676809e-09,0.0006678837034037891,0.7686970802831634,-26569542.193208355,2634198536913.4507
6.64439695027397e-07,-0.26647764653295686,7.704059027764451,10712380463.711395,-1074066632038768.8
-7.227595665743258e-09,0.002891097019670305,1.720971460504785,-116330685.29078145,11632671306460.957
-4.780427847872359e-08,0.019262719316369328,0.9241643981647394,-782283083.4074572,78804799706206.98
2.5805056805392725e-18,-8.682250921502205e-13,-1.0516344254324382e-07,0.06368893655218354,44285.73407940294
-1.140469165314444e-06,0.9260931857350138,-282004.8689658209,38165901090.06999,-1936980370657689.2
3.335517091378884e-08,-0.013598470200980447,0.9435232686555202,564661354.7912784,-57551273412670.984
-2.6173443570936717e-07,0.10684547226332662,-0.412722061793976,-4451128923.932058,454260949988985.1
-8.339615991518707e-07,0.34051144930730626,-11.709720561931348,-14187200536.430124,1448179397508642.8
-7.726894400666174e-08,0.06368052210381638,-19680.496669674907,2703208955.3126755,-139235889380155.47
